Condition,Voltage,Current,Temperature
1,28.203209517215186,442.1496372782028,58.8022455174131
1,26.57714046242993,442.4980095505935,38.79695395038314
1,26.883233391215537,442.3084401593299,48.286760986877376
1,26.934978644895562,442.48480979681074,51.87622283221363
1,25.165716194688624,438.97844845341456,38.72795351408153
1,26.132597028353715,441.9907358816947,47.58242984638602
1,28.273001185902167,446.9184435929438,57.404198408127144
1,26.142988858658168,442.37480633549,39.99580988671662
1,24.666824321955797,443.37761422686714,55.77518587412825
1,26.622203679276343,444.6707354886405,38.402040239769775
1,25.50568208979546,443.04955065527787,45.97435256348341
1,26.414907961186966,442.2051858121187,36.96717710194383
1,26.570323762393397,442.6840670929546,42.806922157032986
1,26.03652618268479,442.3562424248671,35.39911867011348
1,25.63017384631229,442.47978405955155,47.46689044614017
0,25.515578406987146,440.07156097203983,37.90197776525131
1,28.507532391800936,441.36154338027654,49.497841343755226
1,24.500596040497786,439.6188355503435,42.17905220557377
1,25.203709756547312,442.72310255506403,36.12759996359727
0,23.668317771385087,437.7910488336709,45.907716469071346
1,26.338569557644387,436.3579551257568,40.761417051572984
1,24.534251048591045,441.95138836402106,37.522751224703
0,25.567282903018643,442.43251655421915,59.290097039059944
1,28.41611401427782,442.2449448356135,56.217398359593766
1,23.816040078583843,443.7156741289746,51.103009398072494
1,25.61513661021021,440.53589946704216,35.238681720030286
1,23.611129009367264,444.971245203836,38.508394466925985
1,26.62647633478981,442.3219171205051,40.16953071837997
1,27.164230168189306,448.17396872900366,36.813762678901355
1,25.895865305467193,442.18667111620596,46.04624896638579
1,25.949506834078264,438.3054872996109,49.79196864483622
1,26.875377750820945,441.03341070101857,46.05083387461062
1,25.317973230724547,443.1114661131473,37.14004410151078
1,27.473469483007644,441.0868292377929,39.165647302588575
1,26.38144076036454,442.172867395153,55.38181825835256
1,25.535202745361754,441.5329677699043,59.70905662428367
1,26.40755749598585,439.4297910735984,51.405075888113295
0,24.725419981458863,442.9969090671035,51.24564604729322
1,27.238101307634317,439.27832781713136,58.440239295252724
1,26.71918404774393,442.76846158692223,41.71987486882901
1,26.774498146416217,442.09496602212704,50.80187793849518
1,27.50423061955935,441.73856042421147,40.23305217686742
0,26.362166393021344,439.73761447113793,38.68611310925967
1,25.97854774776672,440.4294299555599,35.96537515445077
1,26.37851205857647,446.1796230304294,51.727626662767726
1,26.232468735929643,446.7092745784386,58.59409930194843
0,25.81118284479165,441.2893529003815,38.1591649057946
1,28.5769352658455,444.16264267742224,36.35740632921604
1,26.638752410327612,444.5197690369261,52.02270233957928
1,24.841223545035085,438.94237401014624,35.35934119855197
1,26.569930187531295,440.44715627705455,49.397124846265946
1,25.339906276539796,444.0373296076413,46.245554168895424
1,27.57804888534101,443.8594499213511,48.96281802338859
1,26.221444598048926,442.4289871358032,40.72523013159946
1,26.061110386836766,444.91669134174,40.37106669800994
1,26.87088159219075,445.97860156957466,43.2900513880518
0,26.416742536122253,442.1420570013666,44.748748054898385
1,24.959448941148988,443.400203121154,53.63106711320948
0,25.863107097765255,444.1752606238115,41.73646231079846
1,27.290289421657654,443.13988061774666,45.12503810241075
1,26.64305336853403,438.9638260995927,47.31166340550734
1,26.427907349518428,440.1397175099118,43.34773814062504
1,26.381086878390807,443.51088990556536,52.95297220863596
1,25.224176995426074,443.25071334103137,35.47004140931953
1,25.604924025679864,442.67809484785255,52.92281696938339
1,25.579507560411393,439.0796476487716,54.64832673334709
1,26.234389933614263,440.26094948377494,40.14888642359031
1,27.582668857702508,444.1589724577872,52.19258850291966
1,26.409181190958357,438.6460940102095,51.00728388050766
1,25.834085054617873,442.2338776081261,45.42278614134737
1,26.3729649452556,440.5425792308811,59.8507254602205
1,27.870822740199777,440.46338823698625,43.635753072061206
1,27.134767741907858,437.4182190921707,44.64837525431541
1,26.53416193831827,440.78497303132707,49.13269005723047
1,24.6963961563741,441.8813152698742,35.3605333241329
1,24.822781559902456,441.82061802425704,49.447447719589704
1,26.259435643222172,441.80486638607437,46.72787841112864
0,25.84628499020442,439.24109030900877,54.860846882026564
1,25.809933684549215,440.47069935195333,46.1102351432392
1,26.58588057005109,445.41210421548453,37.96796461897137
1,25.742827025568605,442.58245323168074,45.144416525283404
1,24.75863479332522,442.49355845746265,58.370310486028586
1,25.660300686046988,444.26060334558645,44.258904393367565
1,24.59571563002698,439.6733181702366,47.08640034461254
1,25.699561217438873,441.7912832679781,52.44802249733313
1,25.43697372220234,439.17394703100985,50.81591350288818
1,25.85409351551911,441.7798051517956,54.45366483596917
1,25.9226551697592,441.33779343878047,53.966335080944305
1,25.491538615986283,440.25252997315295,43.716715337031786
1,24.847558500627535,445.73404442758516,50.386531842375334
1,25.365795873988418,443.14604500423053,47.31500735194289
1,27.046814258568403,439.5553292740077,55.945698157303795
1,25.694635553733537,444.09556567251826,45.0269623062271
1,27.362027999278563,441.0551563316947,43.16153583901173
1,27.301977619921942,440.86775251146275,49.4355940639436
1,27.239635893118283,441.59441885436627,41.59090664011696
1,24.269013421039546,439.73999340099084,46.684791472887966
1,27.038322382088847,437.6258062322446,35.89935589033518
1,27.135053949079047,441.1211470728576,52.357841517843895
1,25.645767822404956,441.40298992477636,47.7846429399549
1,27.11116170998391,441.607031253846,59.69682956085467
1,25.487250722532576,441.81644479875513,50.347849206224296
1,25.470427967173745,440.09331713722065,42.46312137840006
1,24.823975594144105,443.8472040052252,38.38861673930199
1,26.904412312767942,444.5474186671243,56.264208119933215
1,29.12533848950477,443.47851240282307,39.70845081949041
1,26.360012052803192,443.1319503586721,48.712955756867366
1,25.921209814668114,437.1370643058935,59.54774868966926
1,26.519534761924803,439.1296523272765,41.16335169878494
1,26.44598715772476,442.46922234934993,40.25689866086665
1,24.987432369539114,441.28623763094106,41.21550578118686
0,25.80076736828264,442.1695424336946,38.28257407813049
1,24.164807280994108,442.4477367047619,54.7451521826339
1,24.983016554638844,443.15973464294996,44.51211368917211
1,26.881676269998483,443.88222657690926,52.41965378444682
1,25.538080550509907,441.0507531779497,46.13339789913037
1,26.619801439959367,440.8786775955717,52.16912757684011
1,26.353231080452854,441.2425695744572,48.12796006388658
1,26.89145442638621,443.0088578323645,42.71669621754373
1,25.4947863718964,443.44777694964176,54.21854186959546
1,27.37948657982213,441.5679457090658,44.53442336050965
1,26.532833134669847,442.88528951825487,39.83359709054428
1,27.922456995926396,444.7126032088782,48.201290353625566
1,27.895467909022308,445.0524194745686,41.07332795113771
1,23.272661714952996,443.1692621435188,36.14131023316791
1,25.893197182256795,440.5743143516739,52.42830901504264
1,26.605777798393834,443.15470773330827,43.42822252857109
1,25.72560671720302,444.59312138815017,58.57141671459118
1,24.248002878873674,441.32253883557036,40.81539110738635
1,23.587018051816763,438.81660268073244,47.677059631192066
1,26.04835816974222,444.03227073248985,41.56407576275101
1,25.276495127440096,444.10467546058004,57.85041165590914
1,27.364466028661184,440.49188132319944,46.811356004944955
1,24.092035037398322,442.1550836780414,52.15921592461049
1,24.499438493936644,446.1572883412559,48.84352270007887
1,27.765796048453822,441.99918555372136,38.44043117445934
1,25.26062786174302,445.9345928449122,44.24152528884726
1,26.836492178163965,442.02059463918346,44.97786545610313
1,25.928903132953224,441.0181864805493,53.74075293792686
1,24.922179575466703,439.77250158241367,53.984612345433305
0,26.049397259104964,440.2263673770456,54.60136089444218
1,25.196049000304,442.86820939627734,37.66762961743233
1,25.667504329840817,441.77761918367696,44.49949370923762
1,25.228202148249718,443.0573170034008,50.362888842314746
1,25.785991200641817,440.8408535198907,36.00267635543578
1,26.335668357538996,440.83160011716757,51.317148463481246
1,26.356715052700906,445.5755128721835,42.13907768151641
1,24.50719596599751,439.73276941885075,44.19578307309507
1,26.23752411503079,444.5958963648393,58.47946443360972
1,23.563654137095863,444.68447672122124,58.79465845735916
0,27.084701018136638,443.49240308225814,37.07987851648647
1,25.876862512991114,442.06625290385887,44.21617196783092
1,26.6429715733419,446.19022596086484,39.796323440067916
1,26.238070322202216,444.148850359755,42.47636420050519
1,26.975841968965437,440.11305689703624,37.479823834775196
1,25.191413215581488,440.6975742087071,51.62844695735008
1,24.326230342320954,442.96160847203794,58.63438242765896
0,26.547381672855714,439.35835571695765,50.83303045883879
0,26.81420192972393,440.96777193039384,50.80260559807154
1,26.036210217356466,446.20608978244394,41.021971593058964
1,27.758400627686218,443.9840477584908,43.15708144247335
1,25.96061488571919,441.1308431091529,46.3261536184374
1,25.217259324190834,444.651847442401,50.96329780082068
1,27.345343054452087,443.474143053296,38.95981751689395
1,26.05952502234933,442.8715341278046,58.57217478398763
0,24.244628175150186,441.5856539673788,54.545155407997306
1,25.246259757267122,444.5115681255555,49.809115293517706
1,25.514716734389918,444.6726861482426,41.85190526350322
1,24.866140050092984,441.47847164177875,47.82118955406642
1,26.14013646079084,440.5251399080273,40.43217241721773
1,25.533904582838385,440.8188259470406,45.72164059469833
1,25.94197370541403,443.8299000442915,36.289579420405616
1,25.814736628553927,438.74287751340296,49.063080198738234
0,26.88587942165571,441.68281116761995,52.01270308350768
0,26.246117697356024,441.25835156144575,46.223725114356476
1,25.569205152831294,443.6332859384711,48.564091275904474
1,24.641245724480456,442.1287438783585,38.29231972682353
1,26.243676966903035,441.8435746464124,38.22720970254382
1,24.312822209877684,443.4223336115294,42.077160911221
1,24.936810444684998,443.13635991780814,57.87760678938965
1,26.377308226188877,440.6212557772743,49.33013706504654
0,24.20472062472529,442.9442563082895,38.48972282224935
1,25.27026608280575,443.37180536876633,45.45406305013343
1,23.923159034791304,438.7620612958491,49.72725015524961
0,27.42939881256695,443.5379985594537,41.34293357564782
1,25.69722371730506,440.7406527186312,59.59527938947764
1,24.491873860850315,441.466159440906,52.592375652463915
1,25.06858841817205,439.75428040253655,52.469415400955214
1,25.872768495434737,444.64891732854954,55.97921016380833
1,25.106106844806128,442.3667502420603,39.2256517829139
1,25.243646358539856,443.13671473109144,47.462572962957346
1,24.422344597288788,445.637458562316,55.731121095460274
1,25.934118518427038,439.21097458544193,42.56887872991801
1,26.663254492493365,441.2046829970624,44.44873330281127
1,25.20335036151823,442.124529135738,59.300615135664984
1,25.91007015382755,442.9246191196173,45.047665542507154
1,25.147329074409367,440.66006393104556,37.19231747159511
0,25.38995816840027,444.1341346262704,41.19773000767322
1,25.21523677476963,441.4807634026678,49.2897272976071
1,27.35754624119523,443.8872800412037,54.027753784944686
1,26.254241651595674,446.7520613369322,47.734361168531414
1,26.669830176812155,443.70532465879006,56.134461666744095
1,26.53733793017045,440.3167948099342,49.73785670425564
0,25.02600452168124,444.14534938695846,40.09229056254243
1,24.026859870164827,440.0282528529036,48.97722812621855
1,26.02381941957155,443.6564292664942,37.73845459051643
1,25.818128777498337,443.6310726835091,39.041598810001624
1,25.906801355963808,444.11077739915834,36.65812906681763
1,25.97313844298715,441.01520196659857,57.975195196644506
1,26.555589476189542,445.84696442500183,39.22422561039444
1,24.3753255833231,442.8070209321182,56.64953713565444
1,25.13564342673652,441.50198316563063,45.84131663137078
0,24.14569943005317,444.6105002359549,50.41505374408135
1,26.004473564407476,442.0425101527634,35.99147132738639
1,24.803075240865063,444.21301839850673,43.491599182853506
1,23.5640741700133,442.07839416287345,58.28199249150164
1,26.879423184420883,439.84054877052307,58.26368153908754
1,25.81328622553363,441.8854176327244,42.91903621487838
1,26.4795650709524,443.36359588940184,49.14820920240439
0,25.675230943655684,442.10560202997726,53.09420323007916
1,27.314437643707272,447.7652331165607,41.18119860762182
1,26.02383820640682,443.21385185181845,57.4142751994393
1,23.803986515841274,445.47371671003907,59.998521223391876
1,25.29580266046839,439.88583967504366,50.12652399497976
1,27.81958043128871,442.255782266165,48.88514461426818
1,24.394117905290397,440.46763326272287,47.994943865104
1,26.319170376168508,441.22719254435725,44.58891062632175
1,26.565608137967235,440.5989131823327,41.610029506971074
1,25.749529350948478,440.19719480160416,45.14423821482898
1,24.958623443442537,443.92380007758106,49.244552876580244
1,24.564835274579632,441.1282739418582,46.01720961477392
1,25.143958737549102,443.53671998107643,49.989151651108266
1,26.594541812833903,440.09274767174026,40.10408418235318
1,27.211280520893375,441.0139336163358,35.20703667650812
1,25.868806097108724,440.80281159192043,43.22031439043954
1,26.69316954392224,442.7931120466006,58.21424942684562
1,25.914203849596273,435.65188059862487,43.2644982885394
1,26.85658181282414,439.0333876311142,55.273026109138144
1,26.37971543490484,446.70324062587974,41.7179237098318
1,25.129235172116246,445.6829628449,50.74253190457337
1,27.082406933204638,437.91010224103854,53.41741837598107
1,25.329035837760838,442.2007993039893,44.518978918967456
1,25.782763371916523,444.2014731259211,44.87849071933318
1,23.67287202094202,445.8777744797453,52.04824919558436
1,25.894833067419366,440.45233902779046,49.33558492955508
1,26.539955492641585,440.71193653987586,58.56609579499565
1,26.65882792807066,444.68141921959244,43.11600888862774
1,25.599966626860613,441.2814469917856,42.2909795551578
1,25.245220845990886,443.16106349357887,45.9738991782682
1,27.302974338813918,441.63151272648656,59.50025371919203
0,26.10074823469091,444.5876964435778,51.77254184006301
1,26.136227266651044,442.77993639360614,47.087634209845184
1,26.484112910248864,442.8767436314015,57.653412435148766
1,25.97759580087255,441.29900021168504,58.30544070862787
1,26.837443954487743,440.55681781138065,56.91451784380209
1,26.648064535669253,439.89814586352134,37.78676807556115
1,24.607432024732944,439.17816445180176,43.07092018750673
1,26.715556070108512,445.58126273601454,42.06848910809798
0,27.196269666538065,443.540105777734,37.80124389888776
0,27.308601916996643,439.8197000694978,36.82741040734521
1,26.282420548684943,444.39146174496653,51.18967717854526
1,25.752556745057078,441.86491696468164,59.85703316378225
1,26.611198121980056,443.93121395630396,58.28203429852776
1,25.37404576320623,439.48919374313994,56.03403155536453
1,24.484094520020435,440.725253294141,52.41970579878431
1,26.46349662986665,443.9903616263365,36.65327630265223
1,26.972953598832742,442.01614059008386,46.69784391959322
1,27.277666624470232,442.78484947428296,53.69498251801677
1,27.206028352087632,441.4334479610088,42.74698995747971
1,27.047057577416776,439.6700892590554,54.54227063753818
1,26.01647300994105,441.2036567477855,46.107510380699274
1,24.472194733381354,442.1494958930275,47.409047241354976
1,26.75772237180616,439.42439581879916,54.77101401555751
1,26.360339829609252,441.12989755616377,55.73991418603242
1,26.958163154279795,442.95721091596306,55.6626924033304
1,25.828570424498178,444.86837083131746,45.71317520232617
1,25.34667407740248,442.0893817858608,49.60646201610603
1,28.02313790060366,438.75913377376986,57.71575797184179
1,26.985063078415877,441.3936141627008,43.18333267302027
1,27.559628765320724,441.1835657342287,45.93721478840757
1,26.362357890830705,438.4566346656267,43.5679111828344
1,26.00119427091534,441.60008637369754,42.71450247249563
1,24.98592799022749,443.8149052324433,55.925252873648475
1,26.097658216272396,441.12999847438226,37.83090032987649
1,25.686608965877276,439.9504543959558,37.21038774612526
1,27.781392567450478,442.12837820763013,55.942224741193144
1,25.041371996478514,446.5617576431992,56.62968622045955
1,26.318622353126436,440.2425443137141,55.68303232389573
1,26.127531706223635,444.9581096048823,37.24844422743756
1,25.8686410251424,440.58153151566694,50.52992469223138
1,26.50217799621497,439.53361076443963,50.79575202000353
1,25.8324834600254,440.70833961846745,58.884284640840804
1,24.305066704851868,443.1481466227763,44.220940219497464
0,25.741390710469886,445.0165700907343,46.040273575582006
0,25.827155814908682,442.2057789874332,53.0860377177455
1,26.10308800844436,440.60939921176316,45.91521788939521
1,27.189853569163624,443.6596878081332,52.901691609116696
1,25.875055025551248,440.4597836604562,35.02197436657681
0,25.73851766837842,443.53797485168064,36.85676972640925
1,24.87835355503432,443.7370264235618,56.65135412938005
1,25.40408728014126,441.02604048399917,59.06398473238863
1,25.041997349319736,438.86748589022267,40.089434298556995
1,25.55888418732727,440.6765023514593,44.18217441164566
1,24.96875562872322,439.9402505641021,57.31484794418019
1,27.621138564563168,438.58211035273695,51.792002756256586
1,27.40457093959805,444.4707968780169,48.27543656721868
1,24.854363067779975,442.2221638849863,55.96373413264298
1,25.684133124208056,446.1358671888127,40.98348062772037
1,25.064428832789456,441.81819209833435,49.23470983718491
1,26.98169246314385,441.97120343995,38.64909650523985
1,26.121701666442092,441.2863736920963,35.11820806294359
1,23.38993365650984,442.548276181293,55.65886190240518
1,27.231322910671413,443.83935171981943,47.377213054914556
0,26.539309582530414,442.34202597592616,35.84748124921548
1,26.181493622038516,441.0807639816352,54.57377551708146
1,25.81279043280701,444.7251460938605,39.387834257264984
1,26.249851807914048,441.103319977644,50.85421368039565
1,26.578080866068422,439.2003055372678,55.64802178991853
1,23.912289751808235,443.14304764841955,49.68532317361618
1,27.066553234401784,443.5428872236362,35.643565033360666
1,27.850527437163585,442.638004021089,38.945022701496775
1,23.071356506530165,443.0971462778615,49.055179586116004
1,24.7293172285822,441.4306053788898,42.430932645679974
1,26.08464674930862,440.18256998219164,40.95837714202466
1,27.48517402599025,443.34853193584513,39.47576031057578
1,25.595199481767324,439.3949503474253,46.39368339598818
0,26.600952313447515,440.4140803798469,57.8740172898635
1,24.479924529307578,443.0683057202829,50.58277010260906
1,25.81485442612974,441.84889532480923,43.843843567426596
0,26.28235132870738,440.7008635694355,58.41766140809327
1,26.065314902314647,441.2576070056928,53.232771345407585
1,24.146885747610717,441.8035226795201,45.331360638960845
1,27.169698123866315,444.40109832678934,38.074339413696535
1,26.587659228199172,441.81343131789606,48.11260892254374
1,25.103387601668757,441.17158440699734,35.2778884938912
1,26.843093262547985,441.44280596829054,42.03526417572602
1,24.59705400434344,441.37594643228095,54.18413562557611
1,26.208772912292424,442.37717205194633,40.11700111191829
0,25.68114728768014,442.7275321022151,38.46055226877479
1,27.177760788504564,443.2625884995341,43.09339058080194
1,26.22795251259221,442.6987897515946,58.01493074177589
1,25.197692934360614,442.3926753751372,41.96666197039539
1,25.927916160112193,445.9425156808926,50.20793238194985
1,27.455638152106474,440.4145903986853,37.70162903268342
1,27.738602554809198,439.75267560125,38.07250619926527
1,25.163803964165652,440.55819825786455,44.63228835945477
1,26.99056982659029,439.89061663153865,51.33077248860735
1,27.132787634222666,440.87815311098956,38.69723319415322
1,25.4040631088758,437.9582124152569,39.85120250901602
1,24.696076689747173,442.5727333155339,38.081446319105154
1,26.009785785491175,438.89445491836034,57.32541717041898
1,26.069360978509383,441.22807879174417,39.7882344155679
1,26.162929468847665,440.411099998179,41.279682685541346
1,25.73922653811474,438.355631434605,57.507532624190446
1,26.29877598955082,440.33707082769024,41.63242260050968
1,27.622595213425736,444.39352348621435,47.91614172562308
0,24.580698445474383,440.60688687942223,42.38776433304602
1,24.62441394108405,442.536131993118,53.93209429522974
1,25.722289625725207,439.16370832811424,51.95426053764127
1,26.461166892829585,440.95397999822086,43.93804309085609
1,25.25788564286388,440.6891543837966,41.35779692004765
0,26.04995895307395,441.697816579761,38.218413945545485
1,24.449187591677497,438.03980477697473,42.782487059161085
1,25.411039598013346,442.23409073063397,45.786712279943885
0,25.080607380212065,440.21477258951717,55.1324671916605
1,27.1734329049805,444.2778650894145,37.219498135494035
1,26.241615024407597,442.1901845352519,51.09051078688492
1,26.635821797027617,442.4779756504607,42.946128871036976
1,27.68032060994996,444.98089554182275,46.44309059436297
1,25.224557574471692,442.29209353083615,55.92090146882808
1,26.089398474756113,444.5073648304447,43.05896693959416
1,26.60776627515197,438.48364798947244,46.9771678314697
1,26.784656601724887,444.188787510441,45.920500710190765
1,26.65735770145258,443.4450321377797,58.048301882995986
0,26.52153984227339,439.9838149289112,51.46283681127447
1,26.82621576325397,440.25342370338626,36.60309961129052
1,26.361753361368073,442.09020903469013,38.907605744012606
1,25.523519334571137,441.5792711573304,46.83759078953877
1,26.185797997284492,440.8492193519731,46.356321261039554
0,26.137870131934562,440.60194522956175,37.314975276079814
1,23.69348866674439,443.15261308754987,57.58367849703954
1,26.589421097465085,441.37424489871256,45.755823692151
1,27.25578081156726,438.84405180308977,41.48889517932212
1,25.857263567824592,440.11957281355797,58.284484009022606
1,24.270519256038668,441.68209094477965,51.07192157456139
1,25.3299407659236,442.6830231385438,42.03330935442301
1,25.437575756130137,443.8773626599057,57.36685003492582
1,26.287858495359046,440.53210995906136,53.77316243194463
1,26.5991392373958,442.1053719315417,40.17052484979428
1,24.95427269111357,440.1096382024556,42.80641954494283
1,27.32207535490776,441.11988753363227,55.06036406922665
1,24.6996582193392,439.8615230802384,58.08173110351714
1,25.16986305033535,442.9379548383354,39.334685915209825
1,26.825112900102923,445.78014973312816,35.34115738146761
1,24.472425059535148,441.75152316139366,39.25973844167322
0,25.54291291066343,441.03074657845934,46.48049620474574
1,24.74008946021632,442.57081337502154,56.4442766963926
1,25.220421244718196,441.00986193098566,59.07684893542105
1,27.667371951413745,443.2756817868307,44.39269852841176
0,26.318156979651945,442.7361895552655,49.04627614472525
1,27.795503135274576,443.49617003341086,38.33261555796112
0,26.887117746904153,443.3003642686776,39.09185163123475
1,26.41616274444479,443.05986813943497,51.6924743427104
0,25.32888627132841,443.31073306777665,43.57006391109966
1,27.033148157218076,440.65844324209667,44.51975987946728
1,26.558386825538058,441.4289088202294,36.99746117079984
1,26.10376377338417,441.4657661988256,45.95402051415748
1,25.96411518440616,441.1485872284142,51.478664069236004
1,28.0121452372416,444.072936858155,45.630637670104974
1,25.3218504940205,441.36879118826613,57.06496192829379
1,27.14188440136532,442.2010663616436,35.584581746034054
1,26.834706627699735,440.190157843067,58.06056536113533
1,25.027067083786953,445.2213847515765,53.29929792848681
1,24.344333125261993,442.1392625623488,38.04092000373699
0,24.734675254494196,441.08668595746576,39.84800876121054
1,26.837218817785615,437.05870908205543,37.53195729774264
1,25.749853433716638,440.60771387005786,41.567311807751416
1,24.936107336064847,444.7149621138776,37.47435213502107
1,26.41071734867494,441.4325477812561,45.80163708263287
0,26.652906245054844,443.2728308913983,41.70066431107635
1,24.993037678591246,442.315512982593,53.29203494967656
1,27.639209130500102,442.6466912954356,56.64398776227838
1,26.760584556665638,441.4680148268525,46.474389942641515
0,25.7859150861012,441.8574401712756,37.33278247706201
1,25.639929849927707,445.6386169722001,47.50196793552261
1,25.899693613495206,442.9680996226861,58.67634174598825
1,24.817688616049487,443.1334393320377,55.825236361078794
1,27.718334727454156,440.6485966712503,45.69025211641537
1,26.96815736926187,446.182958213916,46.97881484262276
1,24.628205794976154,443.2893474718097,35.61872319748455
1,27.212111470972296,444.4540574485495,41.50653635199903
1,26.731632088629183,441.16078435158045,42.180034698483205
1,25.448261919790983,441.4711381518522,49.09898881636825
1,26.397955183273762,443.8267665573981,48.923994409671074
1,26.060921121494516,442.51571578943305,55.65053960830117
1,26.102726302993727,441.46019071132184,47.10670620576337
1,24.463250389824598,442.0567224706446,42.359100088499076
1,27.10038340248505,443.5405687334007,40.26320890220206
1,25.637717876304905,439.8234734649928,46.443406127303085
1,26.5773140225193,441.8480142925272,54.90148927420586
1,25.075061498496385,442.7185191727393,56.29996080766898
1,25.48089225529618,441.9152573124701,42.80808114731548
1,25.61712504632151,442.15615898746813,35.34963423762078
1,27.069728813621985,441.9053779441139,35.998489253807755
1,24.625366331282482,441.2473679562802,55.602725527002484
1,28.065586643664087,439.7986075127182,59.03515298648042
0,0.7074917483170983,4413.750631128048,98.42982957622252
0,0.7127672120831906,4435.3156234807175,117.61988164430106
0,0.6972341694253402,4435.52710602732,106.79808725236822
0,0.683494992798983,4425.987491581026,128.82582577194336
0,0.7109106492531079,4417.272140512815,125.89853653284005
0,0.706905184955111,4424.483103570182,106.46773172027129
0,0.6889871605023402,4426.600227400139,116.15209284923418
0,0.6974241920779184,4405.092315185858,127.12544925299687
1,0.7008038936173272,4422.298257621592,105.62598306545642
0,0.7026400330048405,4431.044188667439,115.59460062439612
0,0.68177905286204,4409.973596923132,99.74386728761232
0,0.7050053009839485,4420.980810720464,95.75618175875829
0,0.7009660635672715,4421.915886759369,98.17614931936144
0,0.6974285021040396,4415.110459121086,104.1254156803826
0,0.6857278670585816,4413.560152449641,120.03058462330772
0,0.6951490953813946,4418.852446441875,125.38624023971717
0,0.7060879812766139,4427.725184350632,118.25149777063984
1,0.7074993112204169,4427.651051545684,127.54786010727716
0,0.7019333165252822,4402.493720139958,116.74147007455225
0,0.7055750776816943,4424.128053891267,106.92686276744931
0,0.7013047963373439,4421.546630361798,96.31664206070742
0,0.7044623080227715,4420.976812732458,99.57399960661468
0,0.6814122893876964,4416.256481360042,128.4753748830546
0,0.704955605481733,4424.282400579089,109.41932082950896
0,0.70311843747467,4423.135423905948,121.82534621922574
0,0.7015351111583008,4408.77794124807,103.21897484418778
0,0.7073907176095857,4425.2379316833185,115.6028455496962
0,0.6949046021914251,4428.699451329732,107.40578973112403
0,0.7034564727187735,4440.405608653522,104.0093540391235
0,0.6981997647337271,4425.523780750978,106.27776120433478
0,0.6944676805963608,4431.1998709618365,118.08041502610878
0,0.691458441805852,4433.433520202791,102.14690549222638
0,0.7054286358602198,4425.857455953093,110.32651825116893
0,0.7099493878478046,4412.562422004455,118.89523760492902
0,0.6919611007105217,4428.398105811843,100.03091875183334
0,0.7072950347100033,4434.9699789730485,119.79781793436699
0,0.6943665932253413,4411.220608456492,122.29507314349877
